"Артикул";"Короткое название";"Показывать товар";"Цена_Трансазия";"Цена_Розничная"
"320122";"LOREAL лосьон после бритья Гидра Сенситив 100 мл";"1";"447";"559"
"320123";"LOREAL лосьон после бритья Гидра Энергетик Ледяной эффект 100 мл";"1";"447";"559"
"320127";"NIVEA лосьон после бритья Охлаждающий для чувствительной кожи 100 мл";"1";"451";"564"
"320129";"NIVEA лосьон после бритья Ultra 100 мл";"1";"451";"564"
"320130";"OLD SPICE Лосьон после бритья Wolfthorn 100 мл";"1";"365";"456"
"320131";"OLD SPICE Лосьон после бритья Whitewater 100 мл";"1";"365";"456"
"320132";"OLD SPICE Лосьон после бритья Lagoon 100 мл";"1";"365";"456"
"320133";"DEONICA станок для бритья FOR MEN 3 лезвия с 1 сменной кассетой";"1";"209";"261"
"320134";"BIC кассеты для бритья Flex 5 Hybrid 2 шт";"1";"354";"442"
"320135";"BIC станок Flex 5 Hybrid с 2 сменными кассетами";"1";"386";"482"
"320136";"DEONICA станок для бритья FOR WOMEN одноразовый 2 лезвия 3 шт + 1 в подарок";"1";"88";"110"
"320137";"DEONICA станок для бритья FOR MEN одноразовый 2 лезвия 4 шт + 1 в подарок";"1";"81";"101"
"320138";"DEONICA станок для бритья FOR WOMEN 3 лезвия с 1 сменной кассетой";"1";"226";"282"
"320139";"DEONICA станок для бритья FOR WOMEN одноразовый 3 лезвия 3 шт + 1 в подарок";"1";"113";"141"
"320140";"DEONICA сменные кассеты для бритья FOR WOMEN 3 лезвия 2 шт";"1";"247";"309"
"320141";"DEONICA сменные кассеты для бритья FOR MEN 3 лезвия 2 шт";"1";"234";"292"
"320142";"DEONICA сменные кассеты для бритья FOR MEN 3 лезвия 4 шт";"1";"402";"502"
"320143";"DEONICA станок для бритья FOR MEN одноразовый 3 лезвия 4 шт + 1 в подарок";"1";"102";"128"
"320144";"DEONICA станок для бритья FOR WOMEN 5 лезвий с 1 сменной кассетой";"1";"328";"410"
"320146";"DEONICA сменные кассеты для бритья FOR MEN 5 лезвий 4 шт";"1";"517";"646"
"320147";"DEONICA сменные кассеты для бритья FOR WOMEN 5 лезвий 2 шт";"1";"348";"435"
"320148";"DEONICA сменные кассеты для бритья FOR MEN 6 лезвий 2 шт";"1";"341";"426"
"320149";"DEONICA сменные кассеты для бритья FOR MEN 6 лезвий 4 шт";"1";"586";"732"
"320150";"DEONICA станок для бритья FOR MEN 6 лезвий с 1 сменной кассетой";"1";"455";"569"
"320151";"GILLETTE Cменные кассеты для бритья Fusion ProGlide 12 шт";"1";"2549";"3186"
"320152";"GILLETTE Cменные кассеты для бритья FUSION Power 8 шт";"1";"1768";"2210"
"320153";"GILLETTE Cменные кассеты для бритья Fusion ProGlide 2 шт";"1";"595";"744"
"320154";"GILLETTE Cменные кассеты для бритья Fusion ProGlide Power 2 шт";"1";"715";"894"
"320155";"GILLETTE Cменные кассеты для бритья Fusion ProGlide 4 шт";"1";"1051";"1314"
"320156";"GILLETTE Cменные кассеты для бритья Fusion ProGlide Power 4 шт";"1";"1158";"1448"
"320157";"GILLETTE Cменные кассеты для бритья Fusion ProGlide 6 шт";"1";"1480";"1850"
"320158";"GILLETTE Cменные кассеты для бритья Fusion ProGlide Power 8 шт";"1";"1985";"2481"
"320159";"GILLETTE сменные кассеты для бритья Fusion ProShield 2 шт";"1";"786";"982"
"320160";"GILLETTE сменные кассеты для бритья Fusion ProShield Chill 2 шт";"1";"786";"982"
"320161";"GILLETTE Cменные кассеты для бритья Fusion ProShield 4 шт";"1";"1414";"1768"
"320163";"GILLETTE Cменные кассеты для бритья FUSION 2 шт";"1";"506";"632"
"320165";"GILLETTE Cменные кассеты для бритья FUSION 4 шт";"1";"881";"1101"
"320166";"GILLETTE Cменные кассеты для бритья Fusion 6 шт";"1";"1260";"1575"
"320167";"GILLETTE Cменные кассеты для бритья FUSION 8 шт";"1";"1576";"1970"
"320168";"GILLETTE Cменные кассеты для бритья MACH3 Turbo 12 шт";"1";"1938";"2422"
"320169";"GILLETTE Cменные кассеты для бритья MACH3 12 шт";"1";"1752";"2190"
"320171";"GILLETTE Cменные кассеты для бритья MACH3 Turbo 2 шт";"1";"442";"552"
"320172";"GILLETTE Cменные кассеты для бритья MACH3 4 шт";"1";"712";"890"
"320174";"GILLETTE Cменные кассеты для бритья MACH3 8 шт";"1";"1230";"1538"
"320175";"GILLETTE Cменные кассеты для бритья MACH3 Turbo 8 шт";"1";"1397";"1746"
"320176";"GILLETTE сменные кассеты для бритья Sensor Excel 10 шт";"1";"1356";"1695"
"320178";"GILLETTE cменные кассеты для бритья Mach3 Start 2 шт";"1";"396";"495"
"320179";"GILLETTE cменные кассеты для бритья Mach3 Start 4 шт";"1";"712";"890"
"320180";"GILLETTE cменные кассеты для бритья Mach3 Start 8 шт";"1";"1230";"1538"
"320181";"GILLETTE сменные кассеты для бритья Sensor Excel для женщин 5 шт";"1";"539";"674"
"320182";"GILLETTE cменные кассеты для бритья Mach3 6 шт";"1";"974";"1218"
"320183";"VENUS Cменные кассеты для бритья Breeze 4 шт";"1";"757";"946"
"320184";"VENUS Сменные кассеты для бритья &OLAY 2 шт";"1";"666";"832"
"320185";"VENUS Сменные кассеты для бритья &OLAY 4 шт";"1";"1141";"1426"
"320186";"VENUS сменные кассеты для бритья Swirl 4 шт";"1";"1141";"1426"
"320187";"VENUS Сменные кассеты для бритья 2 шт";"1";"395";"494"
"320188";"VENUS Сменные кассеты для бритья Divine 2 шт";"1";"395";"494"
"320189";"VENUS Сменные кассеты для бритья 4 шт";"1";"614";"768"
"320190";"VENUS Сменные кассеты для бритья Divine 4 шт";"1";"616";"770"
"320191";"VENUS Cменные кассеты для бритья Breeze 2 шт";"1";"493";"616"
"320192";"VENUS Cменные кассеты для бритья SPA Breeze 4 шт";"1";"757";"946"
"320193";"VENUS Сменные кассеты для бритья Embrace 2 шт";"1";"556";"695"
"320194";"VENUS Сменные кассеты для бритья Embrace Sensitive 4 шт";"1";"950";"1188"
"320195";"VENUS Сменные кассеты для бритья Embrace 4 шт";"1";"864";"1080"
"320196";"VENUS сменные кассеты для бритья Swirl 2 шт";"1";"666";"832"
"320197";"BIC лезвия для бритвы Chrome Platinum 5 шт";"1";"35";"44"
"320198";"RUBIE лезвия для бритвы Platinum Plus 5 шт";"1";"61";"76"
"320199";"SPUTNIK лезвия для бритвы Stainless 5 шт";"1";"22";"28"
"320200";"GILLETTE подарочный набор Mach3 Turbo Станок для бритья с 2 сменными кассетами + Гель для бритья Экстракомфорт 75мл + Дорожный чехол";"1";"";" "
"320201";"GILLETTE подарочный набор Fusion5 ProGlide Станок для бритья с 1 сменной кассетой + Гель для бритья 75 мл";"1";"775";"969"
"320206";"VENUS подарочный набор SPA Breeze Станок для бритья с 2 сменными кассетами + Расческа";"1";"";" "
"320207";"ARKO станки для бритья одноразовые Men T2 Pro 3 шт";"1";"96";"120"
"320208";"ARKO станки для бритья одноразовые Men T2 Pro 5 шт";"1";"123";"154"
"320209";"ARKO станки для бритья одноразовые Soft Touch W2 3 шт";"1";"105";"131"
"320210";"ARKO станки для бритья одноразовые Soft Touch W3 2 шт";"1";"114";"142"
"320211";"ARKO Men станок для бритья Regular 2 одноразовый 5 шт";"1";"80";"100"
"320212";"BIC станки для бритья одноразовые BIC metal 5 шт";"1";"90";"112"
"320213";"BIC станки для бритья одноразовые BIC metal 10 шт";"1";"163";"204"
"320214";"BIC станки для бритья одноразовые BIC 1 sensitive 5 шт";"1";"70";"88"
"320215";"BIC станки для бритья одноразовые Twin Lady 5 шт";"1";"107";"134"
"320218";"BIC станки для бритья одноразовые BIC 3 sensitive 4 шт";"1";"142";"178"
"320220";"BIC станок для бритья Metal одноразовый 1 шт";"1";"21";"26"
"320221";"BIC станок для бритья 1 Sensitive одноразовый 1 шт";"1";"19";"24"
"320222";"BIC станок для бритья Flex 3 Hybrid с 4 сменными кассетами";"1";"352";"440"
"320223";"GILLETTE станок для бритья MACH3 Turbo с 1 сменной кассетой";"1";"480";"600"
"320224";"GILLETTE станки для бритья Одноразовые женские BLUE2 5 шт";"1";"108";"135"
"320225";"GILLETTE станки для бритья Одноразовые BLUE2 Max 4 шт";"1";"165";"206"
"320226";"GILLETTE станки для бритья Одноразовые BLUE2 Max 8 шт";"1";"240";"300"
"320228";"GILLETTE станки для бритья Одноразовые BLUE2 Plus 8+2 шт";"1";"265";"331"
"320230";"GILLETTE станки для бритья Одноразовые 10 шт";"1";"168";"210"
"320232";"GILLETTE станки для бритья Одноразовые BLUE3 Red 6 шт";"1";"223";"279"
"320233";"GILLETTE станки для бритья Одноразовые Blue Simple3 4 шт";"1";"165";"206"
"320234";"GILLETTE станки для бритья Одноразовые Blue Simple3 8 шт";"1";"265";"331"
"320235";"GILLETTE станок для бритья Gillette 2 одноразовый 5 шт";"1";"98";"122"
"320238";"GILLETTE станок для бритья Fusion ProGlide Power Flexball с 1 сменной кассетой";"1";"1029";"1286"
"320239";"GILLETTE станок для бритья Fusion ProGlide с  1 сменной кассетой";"1";"573";"716"
"320240";"GILLETTE станок для бритья Fusion ProGlide Flexball с 2 сменными кассетами";"1";"843";"1054"
"320241";"GILLETTE станок для бритья Fusion ProShield с 1 сменной кассетой";"1";"861";"1076"
"320243";"GILLETTE станок для бритья FUSION Power с 1 сменной кассетой";"1";"720";"900"
"320245";"GILLETTE  станок для бритья FUSION с 2 сменными кассетами";"1";"713";"891"
"320246";"GILLETTE станок для бритья MACH3 с 1 сменной кассетой";"1";"330";"412"
"320247";"GILLETTE станок для бритья Mach3 Start с 1 сменной кассетой";"1";"341";"426"
"320249";"GILLETTE станок для бритья MACH3 Turbo с 2 сменными кассетами";"1";"611";"764"
"320250";"GILLETTE станок для бритья Slalom Красный с 1 сменной кассетой";"1";"169";"211"
"320251";"GILLETTE станок для бритья Mach3 Start с 3 сменными кассетами";"1";"534";"668"
