Категории;Основная категория;Показывать товар;Артикул;Фотографии;Описание товара;Цена_Розничная;Короткое название;Характеристики;Бренд;Цена_Зачеркнутая
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170027;/storage/photo/original/f/calve-ketchup-bavarskij-350-g.jpg;Чтобы создать коллекцию вкуснейших кетчупов, Calve объехал весь мир! Из Испании, Бразилии и Мексики Calve привез самые разные перцы для своих острых кетчупов. В Италии Calve увидел, как хозяйки готовят домашние соусы из сочных созревших на солнце помидоров, добавляя душистые травы - и теперь вы можете насладиться кетчупами Calve Томатный, Calve Неаполитанский с базиликом и Calve Тосканский с орегано.;67;CALVE кетчуп Баварский 350 г;"(Характеристики товара)Тип товара:Кетчуп;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8712566249787;
(Характеристики товара)Вес:350 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170028;/storage/photo/original/f/calve-ketchup-brazilskij-350-g.jpg;Чтобы создать коллекцию вкуснейших кетчупов, Calve объехал весь мир! Из Испании, Бразилии и Мексики Calve привез самые разные перцы для своих острых кетчупов. В Италии Calve увидел, как хозяйки готовят домашние соусы из сочных созревших на солнце помидоров, добавляя душистые травы - и теперь вы можете насладиться кетчупами Calve Томатный, Calve Неаполитанский с базиликом и Calve Тосканский с орегано.;71;CALVE кетчуп Бразильский 350 г;"(Характеристики товара)Тип товара:Кетчуп;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8712566249329;
(Характеристики товара)Вес:350 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170029;/storage/photo/original/f/calve-ketchup-k-myasu-na-uglyah-350-g.jpg;Чтобы создать коллекцию вкуснейших кетчупов, Calve объехал весь мир! Из Испании, Бразилии и Мексики Calve привез самые разные перцы для своих острых кетчупов. В Италии Calve увидел, как хозяйки готовят домашние соусы из сочных созревших на солнце помидоров, добавляя душистые травы - и теперь вы можете насладиться кетчупами Calve Томатный, Calve Неаполитанский с базиликом и Calve Тосканский с орегано.;67;CALVE кетчуп К мясу на углях 350 г;"(Характеристики товара)Тип товара:Кетчуп;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8711200542147;
(Характеристики товара)Вес:350 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170030;/storage/photo/original/f/calve-ketchup-neapolitanskij-350-g.jpg;Чтобы создать коллекцию вкуснейших кетчупов, Calve объехал весь мир! Из Испании, Бразилии и Мексики Calve привез самые разные перцы для своих острых кетчупов. В Италии Calve увидел, как хозяйки готовят домашние соусы из сочных созревших на солнце помидоров, добавляя душистые травы - и теперь вы можете насладиться кетчупами Calve Томатный, Calve Неаполитанский с базиликом и Calve Тосканский с орегано.;71;CALVE кетчуп Неаполитанский 350 г;"(Характеристики товара)Тип товара:Кетчуп;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8712566249664;
(Характеристики товара)Вес:350 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170031;/storage/photo/original/f/calve-ketchup-s-pomidorami-cherri-350-g.jpg;Чтобы создать коллекцию вкуснейших кетчупов, Calve объехал весь мир! Из Испании, Бразилии и Мексики Calve привез самые разные перцы для своих острых кетчупов. В Италии Calve увидел, как хозяйки готовят домашние соусы из сочных созревших на солнце помидоров, добавляя душистые травы - и теперь вы можете насладиться кетчупами Calve Томатный, Calve Неаполитанский с базиликом и Calve Тосканский с орегано.;71;CALVE кетчуп с помидорами Черри 350 г;"(Характеристики товара)Тип товара:Кетчуп;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8714100704165;
(Характеристики товара)Вес:350 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170032;/storage/photo/original/f/calve-ketchup-tomatnij-350-g.jpg;Чтобы создать коллекцию вкуснейших кетчупов, Calve объехал весь мир! Из Испании, Бразилии и Мексики Calve привез самые разные перцы для своих острых кетчупов. В Италии Calve увидел, как хозяйки готовят домашние соусы из сочных созревших на солнце помидоров, добавляя душистые травы - и теперь вы можете насладиться кетчупами Calve Томатный, Calve Неаполитанский с базиликом и Calve Тосканский с орегано.;67;CALVE кетчуп Томатный 350 г;"(Характеристики товара)Тип товара:Кетчуп;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8712566249824;
(Характеристики товара)Вес:350 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170033;/storage/photo/original/f/calve-sous-amerikanskij-burger-230-g.jpg;Если вы планируете приготовить бургеры или сэндвичи, то не забудьте про Американский Бургер соус Calve. Созданный в лучших традициях, с добавлением настоящих желтков, сладкой паприки, перца чили, горчицы и лимонного сока, он обязательно понравится вам и вашим гостям.;65;CALVE соус Американский Бургер 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8714100918722;
(Характеристики товара)Объем:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170034;/storage/photo/original/f/calve-sous-barbekyu-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Барбекю 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922011941;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170035;/storage/photo/original/f/calve-sous-cezar-sirnij-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Цезарь сырный 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922010067;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170036;/storage/photo/original/f/calve-sous-italyanskij-slivochnij-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Итальянский сливочный 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922017936;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170037;/storage/photo/original/f/calve-sous-medovo-gorchichnij-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Медово-горчичный 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922010654;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170038;/storage/photo/original/f/calve-sous-s-lesnimi-gribami-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус С Лесными грибами 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922010081;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170039;/storage/photo/original/f/calve-sous-salsa-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Сальса 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922011965;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170040;/storage/photo/original/f/calve-sous-sirnij-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Сырный 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:8711200542260;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170041;/storage/photo/original/f/calve-sous-slivochno-chesnochnij-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;64;CALVE соус Сливочно-чесночный 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922010043;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170042;/storage/photo/original/f/calve-sous-tartar-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Тартар 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922010098;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170043;/storage/photo/original/f/calve-sous-tisyacha-ostrovov-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Тысяча островов 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922010104;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170044;/storage/photo/original/f/calve-sous-ukropnij-s-ogurchikami-230-g.jpg;Calve посетил удаленные уголки мира чтобы собрать настоящие соусы со всего мира: из Франции с знаменитым Сливочно-чесночным соусом, мы отправились в Грецию, где мы попробовали соус Тартар с огурчиками, а в Швейцарии - потрясающе нежный соус с лесными грибами. Попробуйте, как эти соусы добавят новые нотки знакомым вкусам Ваших блюд!;65;CALVE соус Укропный с огурчиками 230 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:CALVE;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4605922010036;
(Характеристики товара)Вес:230 г";CALVE;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170045;/storage/photo/original/f/dari-kubani-adzhika-ostraya-350-g.jpg;Универсальная приправа, достаточно острая благодаря насыщенному аромату перца, созревшего под щедрым южным солнцем. Эта аджика для ценителей кавказской кухни.</p><br>ОСОБЕННОСТИ ПРОДУКТА:;40;ДАРЫ КУБАНИ Аджика Острая 350 г;"(Характеристики товара)Тип товара:Аджика;
(Характеристики товара)Бренд:ДАРЫ КУБАНИ;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607038970525;
(Характеристики товара)Вес:350 г";ДАРЫ КУБАНИ;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170046;/storage/photo/original/f/dari-kubani-sous-guzinskij-300-g.jpg;Соусы содержат специи и пряности, возбуждающие аппетит и помогающие пищеварению. Соусы делают пищу не только более вкусной, но и придают блюду эстетичный вид.</p><br>ОСОБЕННОСТИ ПРОДУКТА:;35;ДАРЫ КУБАНИ Соус гузинский 300 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:ДАРЫ КУБАНИ;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607038970068;
(Характеристики товара)Вес:300 г";ДАРЫ КУБАНИ;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170047;/storage/photo/original/f/dari-kubani-sous-guzinskij-350-g.jpg;Соусы содержат специи и пряности, возбуждающие аппетит и помогающие пищеварению. Соусы делают пищу не только более вкусной, но и придают блюду эстетичный вид.</p><br>ОСОБЕННОСТИ ПРОДУКТА:;42;ДАРЫ КУБАНИ Соус гузинский 350 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:ДАРЫ КУБАНИ;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607038970136;
(Характеристики товара)Вес:350 г";ДАРЫ КУБАНИ;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170048;/storage/photo/original/f/dolmio-sous-c-aromatnimi-travami-210-g.jpg;Состав: вода, томатная паста, томаты, сахар, лук репчатый, крахмал кукурузный (загуститель), соль, базилик, морковь, концентрированный сок лайма, чеснок, зелень петрушки, тимьян, орегано, перец черный молотый. Пищевая ценность в 100г продукта: белки - 1,3 г углеводы – 8,0 г из них сахаров - 6,0 г жиры - 0,5 г из них насыщенных - 0,1г пищевые волокна - 1,6 г натрий - 280,3 мг. Энергетическая ценность: 189 кДж (45 ккал). Хранить при температуре от +4°C до +30°С и относительной влажности воздуха не более 75 %. Открытый продукт хранить в холодильнике не более 3 дней. Срок годности 1,5 года.;65;DOLMIO соус C Ароматными Травами 210 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:DOLMIO;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607065378325;
(Характеристики товара)Вес:210 г";DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170049;/storage/photo/original/f/dolmio-sous-dlya-makaron-s-baklazhanom-i-chesnokom-350-g.jpg;"Томатный соус Dolmio® «С баклажанами и чесноком»<br />
Рожки, бантики, спирали – макароны любят разнообразие. А чтобы вкус блюд был тоже в новинку, попробуй добавить соус Dolmio®. Подрумянившиеся на солнце томаты, спелые баклажаны и душистый чеснок позволят вкусу макарон раскрыться по-новому. Такое сочетание домашние оценят.<br />
Состав: вода, томатная паста, томаты, баклажаны обжаренные, сахар, красный сладкий перец, растительные масла (подсолнечное и оливковое нерафинированное высшего качества), базилик, соль, чесночная паста обжаренная, чеснок, луковая паста обжаренная, сок лимонный концентрированный, лук репчатый, морковь, перец черный молотый, паприка красная порошок, семена фенхеля молотые.<br />
Одна порция (125 гр.) содержит: 76 ккал, 5,8 гр. сахара, 3,5 гр. жиров, 0,3 гр. НЖК, 322,1 мг натрия.<br />
<br />";109;DOLMIO соус Для Макарон с баклажаном и чесноком 350 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:DOLMIO;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607065001209;
(Характеристики товара)Вес:350 г";DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170050;/storage/photo/original/f/dolmio-sous-dlya-makaron-s-bazilikom-350-g.jpg;"Томатный соус Dolmio® «С базиликом»<br />
Созревшие под жарким солнцем томаты и ароматный базилик сделают обыкновенные блюда с макаронами необыкновенными. Просто добавь соус в самом конце, когда все уже почти готово. Вкуснее не придумаешь.<br />
Состав: вода, томатная паста, томаты, сахар, растительные масла (подсолнечное и оливковое нерафинированное высшего качества), базилик, соль, лук репчатый, сок лимонный концентрированный, чеснок, луковая паста обжаренная, морковь, паприка красная порошок, перец черный молотый, семена фенхеля молотые, орегано, экстракт базилика. <br />
Одна порция (125 гр.) содержит: 75 ккал, 5,9 гр. сахара, 2,8 гр. жиров, 0,4 гр. НЖК, 324,3 мг натрия.";109;DOLMIO соус Для Макарон с базиликом 350 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:DOLMIO;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607065001162;
(Характеристики товара)Вес:350 г";DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170051;/storage/photo/original/f/dolmio-sous-dlya-makaron-s-olivkami-350-g.jpg;"Томатный соус Dolmio® «С оливками»<br />
Пикантные оливки, сочные томаты и душистый базилик – немного соуса, и ты на средиземноморском побережье. Отличный способ почувствовать Италию без визы. <br />
Состав: вода, томатная паста, томаты, оливки консервированные (оливки зеленые, соль, лимонная кислота (регулятор кислотности)), уксус пищевой спиртовой, лук репчатый, сахар, растительные масла (подсолнечное и оливковое нерафинированное высшего качества), соль, базилик, чеснок, листья укропа, орегано, перец черный молотый, семена фенхеля молотые, паприка красная порошок, листья петрушки.<br />
Одна порция (125 гр.) содержит: 65 ккал, 5,1 гр. сахара, 2,1 гр. жиров, 0,3 гр. НЖК, 394,1 мг натрия.<br />";109;DOLMIO соус Для Макарон с оливками 350 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:DOLMIO;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607065001186;
(Характеристики товара)Вес:350 г";DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170052;/storage/photo/original/f/dolmio-sous-dlya-makaron-s-ostrim-percem-350-g.jpg;"Томатный соус Dolmio® «С острым перцем»<br />
Чеснок, лук, перец чили и томаты. Превосходная комбинация для остросюжетных блюд, дополненная ароматными итальянскими специями. Острота по-итальянски.<br />
Состав: вода, томатная паста, томаты, красный сладкий перец, сахар, растительные масла (подсолнечное и оливковое нерафинированное высшего качества), базилик, соль, сок лимонный концентрированный, чеснок, лук репчатый, чили перец, имбирь молотый, паприка красная порошок, перец черный молотый, семена фенхеля молотые.<br />
Одна порция (125 гр.) содержит: 45 ккал, 4,9 гр. сахара, 1,6 гр. жиров, 0,3 гр. НЖК, 321,0 мг натрия.<br />
<br />
<br />";99;DOLMIO соус Для Макарон с острым перцем 350 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:DOLMIO;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607065378820;
(Характеристики товара)Вес:350 г";DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170053;/storage/photo/original/f/dolmio-sous-dlya-makaron-so-sladkim-percem-350-g.jpg;"Томатный соус Dolmio® «Со сладким перцем»<br />
Нет ничего проще, чем превратить любое домашнее блюдо с макаронами в итальянское. Добавь ароматный соус Dolmio® уже к отваренным макаронам, и готово. Ломтики сладкого перца, ароматные средиземноморские травы и сочные томаты расскажут об Италии гораздо больше, чем слова.<br />
Состав: вода, томатная паста, красный сладкий перец, томаты, сахар, растительные масла (подсолнечное и оливковое нерафинированное высшего качества), базилик, соль, чеснок, луковая паста обжаренная, сок лимонный концентрированный, лук репчатый, морковь, паприка красная порошок, перец черный молотый, орегано, семена фенхеля молотые.<br />
Одна порция (125 гр.) содержит: 65 ккал, 6,0 гр. сахара, 1,8 гр. жиров, 0,3 гр. НЖК, 319,2 мг натрия.<br />
<br />";109;DOLMIO соус Для Макарон со сладким перцем 350 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:DOLMIO;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607065001223;
(Характеристики товара)Вес:350 г";DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170054;/storage/photo/original/f/dolmio-sous-pesto-s-bazilikom-180-g.jpg;"Томатный соус Dolmio® «С базиликом»<br />
Созревшие под жарким солнцем томаты и ароматный базилик сделают обыкновенные блюда с макаронами необыкновенными. Просто добавь соус в самом конце, когда все уже почти готово. Вкуснее не придумаешь.<br />
Состав: вода, томатная паста, томаты, сахар, растительные масла (подсолнечное и оливковое нерафинированное высшего качества), базилик, соль, лук репчатый, сок лимонный концентрированный, чеснок, луковая паста обжаренная, морковь, паприка красная порошок, перец черный молотый, семена фенхеля молотые, орегано, экстракт базилика.<br />
Одна порция (125 гр.) содержит: 75 ккал, 5,9 гр. сахара, 2,8 гр. жиров, 0,4 гр. НЖК, 324,3 мг натрия.<br />
<br />";231;DOLMIO соус Песто с базиликом 180 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:DOLMIO;
(Характеристики товара)Страна происхождения:ИТАЛИЯ;
(Характеристики товара)EAN:4607065370152;
(Характеристики товара)Вес:180 г";DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170055;/storage/photo/original/f/dolmio-sous-s-aromatnimi-travami-210-g.jpg;;65;DOLMIO соус С Ароматными Травами 210 г;;DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170056;/storage/photo/original/f/dolmio-sous-s-gribami-350-g.jpg;"Томатный соус Dolmio® «С грибами».<br />
Спелые томаты, грибы и лук – превосходное сочетание, знакомое многим, кто пробовал итальянскую пиццу. А дополняет вкус трио из специй — орегано, базилик и молотый перец. Все, чтобы знакомые блюда теперь звучали по-новому.<br />
Состав: вода, томаты, томатная паста, грибы шампиньоны обжаренные (шампиньоны, подсолнечное масло), лук репчатый, сахар, соль, базилик, сок лимонный концентрированный, зелень петрушки, орегано, перец черный молотый, чеснок, семена фенхеля молотые.<br />
Одна порция (125 гр.) содержит: 47ккал, 7,6гр. сахара , 0,4гр. жиров, 0,0гр. НЖК, 477,9мг натрия. <br />
<br />
<br />";99;DOLMIO соус С Грибами 350 г;"(Характеристики товара)Тип товара:Соус;
(Характеристики товара)Бренд:DOLMIO;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4607065001896;
(Характеристики товара)Вес:350 г";DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170057;/storage/photo/original/f/dolmio-sous-s-lukom-i-chesnokom-210-g.jpg;;65;DOLMIO соус С Луком и Чесноком 210 г;;DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170058;/storage/photo/original/f/dolmio-sous-s-lukom-i-chesnokom-350-g.jpg;;99;DOLMIO соус С Луком и Чесноком 350 г;;DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170059;/storage/photo/original/f/dolmio-sous-tradicionnij-210-g.jpg;;65;DOLMIO соус Традиционный 210 г;;DOLMIO;
Продукты/Соусы и приправы/Кетчупы, соусы;Продукты/Соусы и приправы/Кетчупы, соусы;1;170060;/storage/photo/original/f/heinz-ketchup-dlya-grilya-i-shashlika-350-g.jpg;"Вкус этого кетчупа переносит в атмосферу лета и пикника и, конечно, идеально подходит к мясу, приготовленному на гриле.
Уважаемые клиенты! Обращаем ваше внимание, что полный перечень состава продукта представлен на дополнительном изображении.
</p><br>ОСОБЕННОСТИ ПРОДУКТА:<li>Изготовлено из высококачественных ингредиентов<li>Не содержит глютена<li>Не содержит ГМО<li>95 ккал на 100 г<li>жиры 0,1 г на 100 г<li>белки 1 г на 100 г<li>углеводы 23 г на 100 г<br>Состав: Вода, паста томатная, сахар, уксус натуральный, соль, ароматизаторы натуральные, экстракты специй (содержат сельдерей).";75;HEINZ кетчуп для гриля и шашлыка 350 г;"(Характеристики товара)Тип товара:Кетчуп;
(Характеристики товара)Бренд:HEINZ;
(Характеристики товара)Страна происхождения:РОССИЯ;
(Характеристики товара)EAN:4601674008741;
(Характеристики товара)Вес:350 г";HEINZ;
